262,1
263,2
264,3
265,4
266,5
267,6
269,8
270,9
271,10
272,11
273,12
275,14
276,15
277,16
278,17
279,19
280,24
281,25
282,26
283,27
284,28
285,29
286,30
287,31
288,32
289,33
290,34
291,35
292,36
293,37
294,38
295,43
296,44
297,45
298,46
299,48
300,49
301,50
302,51
303,52
304,53
305,54
306,57
307,58
308,59
309,60
311,62
312,12
313,64
314,65
315,66
316,67
317,76
318,77
319,80
320,81
321,82
322,83
323,84
325,91
326,92
327,93
328,94
329,95
330,96
331,97
332,98
333,99
334,100
335,101
336,109
337,110
########################